0,0_label,1,1_label,2,2_label,3,3_label,4,4_label
"PersonX knock the ball, thus it can be seen about PersonX's intention that PersonX play",1,"PersonX knock the ball, thus it can be seen about PersonX's intention that PersonX play with ball",1,"PersonX get PersonY 's ball, thus it can be seen about PersonX's intention that PersonX play a game",1,"PersonX play with that, thus it can be seen about PersonX's intention that PersonX want to play",1,"PersonX throw it at PersonY, thus it can be seen about PersonX's intention that PersonX want to play",1
The event PersonX dig PersonY 's nail into chest will not happen unless PersonX get into fight,1,The event PersonX accept the challenge will not happen unless PersonX get into argument,1,The event PersonX wrap PersonY 's arm will not happen unless PersonX get into fight,1,The event PersonX need to practice with race will not happen unless PersonX get unfairness,0,The event PersonX quit PersonY job will not happen unless PersonX fight with PersonZ,1
"PersonX go wrong, thus as a result on PersonX's emotion, PersonX go down it",0,"PersonX to fall, thus as a result on PersonX's emotion, PersonX feel angered",1,"PersonX fall off it, thus as a result on PersonX's emotion, PersonX feel sad",1,"PersonX be lose, thus as a result on PersonX's emotion, PersonX go wrong",0,"PersonX fall flat on face, thus as a result on PersonX's emotion, PersonX feel PersonX be annoyed",1
"The event PersonX be painting will not happen, if PersonX be out nail polish",1,The event PersonX want to get a tattoo will not happen unless PersonX find a tatoo parlor,1,The event PersonX need to remove the nail polish from nail will not happen unless PersonX sit down to watch the movie,0,The event PersonX need to work on thing will not happen unless PersonX enter the tattoo shop,0,The event PersonX need to sell the customer will not happen unless PersonX brush PersonX tooth,0
The event PersonX need to hurry will not happen unless PersonX sleep at night,0,The event PersonX go to sleep will not happen unless PersonX put on sleepware,1,The event PersonX take a short nap will not happen unless PersonX wrap the duvet around PeopleX,1,"PersonX get back to sleep, thus, PersonX want to pull the cover up",1,The event PersonX get night 's rest will not happen unless PersonX lay down,1
The event PersonX make a call will not happen unless PersonY be happy,0,The event PersonX return that will not happen unless PersonY feel happy,0,The event PersonX get it back will not happen unless PersonX feel happy,0,The event PersonX take turn will not happen unless PersonY be happy,0,The event PersonX get PersonY autograph will not happen unless PersonX feel happy,0
The event PersonX go check will not happen unless PersonX have a question,1,The event PeopleX be healthy will not happen unless PersonX be sit in enquiry,0,The event PersonX would find out will not happen unless PersonX ask question,1,The event PersonX diagnose with cancer will not happen unless PersonX be test,1,The event PersonX want to do something will not happen unless PersonX have be ask question,0
"PersonX carry out PersonX 's work, thus it can be seen about PersonX's intention that PersonX finish PeopleX work",1,"PersonX set to work, thus, PersonX want to finish PeopleX task",1,"PersonX work day, thus it can be seen about PersonX's intention that PersonX get thing do",1,"PersonX work diligently, thus it can be seen about PersonX's intention that PersonX accomplish something",1,"PersonX carry out PersonX 's work, thus, PersonX want to finish the job",1
The event PersonX hold it in there will not happen unless PersonX feel stressed,0,The event PersonX go outside will not happen unless PeopleX be stressed,0,The event PersonX pay a big fine will not happen unless PersonX get fine,1,The event PersonX be not happy will not happen unless PersonX feel stressed,0,The event PersonX think about decision will not happen unless much PersonX charge,0
The event PersonX want to go alone will not happen unless PersonX arrange thing by himself,1,The event PersonX preserve PersonX independence will not happen unless PersonX want to be independant,1,The event PersonX bring will not happen unless PersonX establish rule for himself/herself,0,The event PersonX work better will not happen unless PersonX want to go alone,0,The event PersonX can not wait to go back will not happen unless PersonX stand on own,0
"PersonX be really expensive, thus it can be seen about PersonX's attribute that PersonX be wealthy",1,"PersonX get a money, thus it can be seen about PersonX's attribute that PersonX be awesome",1,"PersonX get money 's worth, thus it can be seen about PersonX's attribute that PersonX be influential",1,"PersonX be smart, thus it can be seen about PersonX's attribute that PersonX make money",0,"PersonX roll in wealth, thus it can be seen about PersonX's attribute that PersonX be affluent",1
"The event PersonX set the bar will not happen, if PersonX have no talent",1,The event PersonX cost a lot will not happen unless PersonX show skill,0,The event PersonX have a fun will not happen unless PersonX know its talent,0,The event PersonX win that will not happen unless PersonX have a good time,0,The event PersonX especially like will not happen unless PersonX be free-spirited,0
"PersonX help PersonY out, thus it can be seen about PersonX's attribute that PersonX feel kind",1,"PersonX do something for PersonY, thus it can be seen about PersonX's attribute that PersonX feel helpful",1,"PersonX decide to help PersonY, thus it can be seen about PersonX's attribute that PersonX be helpful",1,"PersonX be help PersonY, thus it can be seen about PersonX's attribute that PersonX feel helpful",1,"PersonX help out PersonY, thus it can be seen about PersonX's attribute that PersonX feel kind",1
"PersonX be go to get that, thus it can be seen about PersonX's intention that PersonX like that",1,"PersonX want, thus it can be seen about PersonX's intention that PersonX find",0,"PersonX go to get something, thus it can be seen about PersonX's intention that PersonX want success",1,"PersonX like have something, thus it can be seen about PersonX's intention that PersonX want that",1,"PersonX go to get something, thus it can be seen about PersonX's intention that PersonX like it",1
"PersonX make PersonY entrance, thus as a result on PersonY's emotion, PeopleX be be show off",1,"PersonX feel PersonY power, thus, PersonY want to show",1,"PersonX take a picture, thus as a result on PersonX's emotion, PersonX feel PersonX be like a showoff",1,"PersonX make a exhibition of oneself, thus it can be seen about PersonX's attribute that PersonX be show off",1,"PersonX maintain PersonX 's status, thus, PersonX want to show off",1
"Because PersonX go to zoo, PersonX view animal",0,"PersonX see lot animal, thus it can be seen about PersonX's attribute that PersonX need to be in zoo",0,"PersonX love go to zoo, thus, PersonX want to see animal",1,"PersonX be loving, thus it can be seen about PersonX's attribute that PersonX go to zoo",0,"PersonX take PersonY to zoo, thus as a result on PersonY's emotion, PersonY feel PersonY be happy",1
"PersonX take a pregnancy test, thus, PersonX want to throw it in trash",1,"PersonX wade in it, thus, PersonX want to drop the stuff off at home",0,"PersonX do that for kid, thus as a result on PersonX's emotion, PersonX fall in water",0,"PersonX do not fight back, thus as a result on PersonX's emotion, PersonX throw it in garbage",0,"PersonX throw it away, thus, PersonX want to keep home fresh",1
"PersonX be ontrack, thus it can be seen about PersonX's attribute that PersonX hope for partner",0,"PersonX instantly fall in love, thus it can be seen about PersonX's attribute that PersonX be enamored",1,"PersonX find a girl, thus it can be seen about PersonX's attribute that PersonX be loving",1,"PersonX win the game, thus it can be seen about PersonX's attribute that PersonX feel love",1,"PersonX be romantic, thus it can be seen about PersonX's attribute that PersonX immediately fall in love",0
"PersonX be ride, thus as a result on PersonX's emotion, PersonX feel joy",1,"PersonX go for drive, thus as a result on PersonX's emotion, PersonX feel happy",1,"PeopleX be ride, thus as a result on PersonX's emotion, PeopleX feel happy",1,"PersonX take the trip, thus as a result on PersonY's emotion, PersonY feel PersonY be more happy",1,"PersonX go there with that, thus as a result on PersonX's emotion, PersonX feel happy",1
The event PersonX look lovely will not happen unless PersonX want to excitement,0,The event PersonX especially like will not happen unless PersonX be free-spirited,0,The event PersonX hit a wall will not happen unless PersonX want to try something new,0,The event PersonX produce PersonX effect will not happen unless PersonX have a unkempt look,0,The event to what will happen will not happen unless PersonX get creative,0
"PersonX show PersonY the letter, thus it can be seen about PersonX's attribute that PersonY be honest",1,"PersonX offer PersonY explanation, thus it can be seen about PersonX's attribute that PersonX be honest",1,"PersonX tell PersonX parent about it, thus it can be seen about PersonX's attribute that PersonX be honest",1,"PersonX tell PersonY anything, thus it can be seen about PersonX's attribute that PersonX be honest",1,"PersonX express PersonY opinion, thus it can be seen about PersonX's attribute that PersonY be honest",1
"PersonX eat sushi, thus it can be seen about PersonX's intention that PersonX eat sushi",1,"PersonX eat sushi, thus it can be seen about PersonX's intention that PersonX have some japanese food",1,"PersonX be go fishing, thus it can be seen about PersonX's intention that PersonX eat fish for dinner",1,"PersonX eat sushi, thus it can be seen about PersonX's attribute that PersonX be curious",1,"PersonX to wait for PersonY, thus it can be seen about PersonX's attribute that PersonX eat sushi",0
The event PersonX go flat will not happen unless PersonX start singing,1,The event PersonX start singing will not happen unless PersonX warm up,1,The event PersonX need to song will not happen unless PersonX sing the song,0,The event PersonX carry a tune will not happen unless PersonX sing song,1,The event PersonX begin to sing will not happen unless PersonX be hear,0
"PersonX offer it to PersonY, thus as an result, PersonY accept the offer",1,"PersonX offer PersonY, thus it can be seen about PersonX's intention that PersonX want that",1,"PersonX make a offer, thus as an result, PersonY accept the offer",1,"PersonY take that, thus as an result, PersonX offer it to PersonY",0,"PersonX enter into agreement, thus, PersonY want to situation",1
"PersonX take PersonY breath away, thus it can be seen about PersonX's attribute that PersonX be happy",0,"PersonX be groovy, thus it can be seen about PersonX's attribute that PersonX interest PersonY much",0,"PersonX impress people, thus as a result on PersonY's emotion, PersonY feel PersonY be amaze",1,"PersonX be in the right place, thus as a result on PersonY's emotion, PersonY feel PersonY be amaze",1,"PersonX look good on PersonY, thus it can be seen about PersonX's attribute that PersonX be stunned",0
The event PersonX be sit at desk will not happen unless PersonX go to office,1,The event PersonX quit day will not happen unless PersonX walk into office,1,The event PersonX receive PersonY order will not happen unless PersonX go to office,1,The event PersonX go to office will not happen unless PersonX schedule a appointment,1,The event PersonX go to office will not happen unless PersonX make a appointment,1
"PersonX watch PersonY closely, thus it can be seen about PersonX's intention that PersonX see",1,"PersonX examine PersonY closely, thus it can be seen about PersonX's intention that PersonX see better",1,"PersonX come to there, thus it can be seen about PersonX's intention that PersonX want to check on PersonY",1,"PersonX try to find PersonY, thus it can be seen about PersonX's attribute that PersonX be observant",1,"PersonX look PersonY for moment, thus it can be seen about PersonX's intention that PersonX briefly watch person",1
"PersonX want success, thus it can be seen about PersonX's intention that PersonX get good at it",0,"PersonX improve PersonX condition, thus it can be seen about PersonX's intention that PersonX have a better life",1,"PersonX ensure PersonX 's success, thus as an result, PersonX achieve success",1,"PersonX improve, thus it can be seen about PersonX's intention that PersonX want success",1,"PersonX go to get something, thus it can be seen about PersonX's intention that PersonX want success",1
"PersonX feel love, thus it can be seen about PersonX's attribute that PeopleX have something for PersonY",0,"PersonX revolve around PersonY, thus it can be seen about PersonX's attribute that PersonX be loving",1,"PersonX be loving, thus it can be seen about PersonX's attribute that PersonX give PersonY girlfriend",0,"PersonX be there, thus it can be seen about PersonX's attribute that PersonX love PersonX",0,"PersonX love PersonY enough, thus it can be seen about PersonX's attribute that PersonX be affectionate",1
The event PersonX drive through town will not happen unless PersonX get in car,1,The event PersonX be drive down the street will not happen unless PersonX get into car,1,The event PersonX would come will not happen unless PersonX get in car,1,The event PersonX drive on road will not happen unless PersonX get in car,1,The event PersonX almost hit will not happen unless PersonX get in car,1
"PersonX bathe it, thus it can be seen about PersonX's intention that PersonX want it be clean",1,"PersonX try to clean it up, thus it can be seen about PersonX's intention that PersonX feel clean",1,"PersonX clean that, thus it can be seen about PersonX's intention that PersonX want health",1,"PersonX decide to clean it, thus, PersonX want to wipe something",1,"PersonX mop the floor, thus it can be seen about PersonX's intention that PersonX maintain cleanliness",1
The event it do will not happen unless PersonX be longer lonely,0,The event PersonX run out of there will not happen unless PersonX want,0,The event PersonX go anyway will not happen unless PersonX make the decision,1,The event PersonX bother will not happen unless PersonX write down,0,The event PersonX end PersonY life will not happen unless PersonX decide when to do it,1
"PersonX come home from school, thus as a result on PersonX's emotion, PersonX feel PersonX be happy",1,"PersonX go home, thus as a result on PersonX's emotion, PersonX feel happy",1,"Because PersonX have a enthusiasm, PersonX go home",1,"PersonX finish school, thus as an result, PersonX smile",1,"PersonX graduate college, thus as a result on PersonX's emotion, PersonX feel PersonX be happy",1
"PersonX be severely disappointed, thus as a result on PersonX's emotion, PersonX feel PersonX be angry",1,"PersonX be annoyed, thus as a result on PersonX's emotion, PersonX feel bad",1,"PersonX be in a bad mood, thus as a result on PersonX's emotion, PersonX feel PersonX be mad",1,"PersonX get so upset, thus as a result on PersonX's emotion, PersonX feel PersonX be sad",1,"PersonX feel awful, thus as a result on PersonX's emotion, PersonX feel PersonX be sad",1
"PersonX grab PersonY bag, thus it can be seen about PersonX's attribute that PersonY get in car",0,"Before PersonX pick up PersonY in car, PersonX lose PersonX ring",0,"PersonX drive PersonY 's car, thus as an result, PersonX get the car back",1,"PersonX drive PersonY home, thus it can be seen about PersonX's attribute that PersonX get it",0,"PersonX find PersonY 's voice, thus it can be seen about PersonX's attribute that PersonX get back in car",0
"PersonX walk on stage, thus it can be seen about PersonX's attribute that PersonX be alert",1,"PersonX act in capacity, thus it can be seen about PersonX's attribute that PersonX be bold",1,"PersonX walk right, thus it can be seen about PersonX's attribute that PersonX be upright",1,"PersonX put poster, thus it can be seen about PersonX's attribute that PersonX be confident",1,"PersonX walk into room, thus it can be seen about PersonX's attribute that PersonX be brave",1
The event PersonX demand PersonY explanation will not happen unless PersonX get angry,1,The event PersonX express PersonY feeling will not happen unless PersonX display anger,1,The event PersonX bite PersonY finger will not happen unless PersonX get angry,1,The event PersonX take PersonY time will not happen unless PersonX irritate PersonY,1,The event PersonX keep PersonX temper will not happen unless PersonX get angry,1
The event PersonX work great will not happen unless PersonX have passion with it,1,The event PersonX need to workhard will not happen unless PersonX be loud,0,The event PersonX compete in event will not happen unless PersonX expect a lot,0,The event PersonX become very popular will not happen unless PersonX work hard,1,The event PersonX especially like will not happen unless PersonX be free-spirited,0
"Before PersonX look amazing, PersonX dress up nice",1,"PersonX look fabulous, thus as an result, PersonX get dress into clothes",0,"PersonX put the dress, thus it can be seen about PersonX's attribute that PersonX be stylish",1,"PersonX dress for something, thus as an result, PersonX wear that",1,"PersonX put on clothes, thus, PersonX want to be presentable",1
"PersonX begin eat, thus it can be seen about PersonX's attribute that PersonX be impatient",1,"PersonX eat it anyways, thus as a result on PersonY's emotion, PersonY feel PersonY be exasperated",1,"PersonX eat PersonY food, thus as a result on PersonY's emotion, PersonY feel PersonY be annoyed",1,"PersonX throw it in trash, thus it can be seen about PersonX's attribute that PersonX be frustrated",1,"PersonX take PersonX food, thus it can be seen about PersonX's attribute that PersonX be inconsiderate",1
"PersonX want to pee, thus it can be seen about PersonX's intention that PersonX succeed in everything",0,"PersonX be lousy, thus it can be seen about PersonX's attribute that PersonX be tune out",0,"PersonX do not go well, thus it can be seen about PersonX's attribute that PersonX be unskilled",1,"PersonX be unpredicatable, thus it can be seen about PersonX's attribute that PersonX be not good",0,"PersonX get a terrible grade, thus it can be seen about PersonX's attribute that PersonX be stupid",1
"The event PersonX say a prayer will not happen, if person x do not know",1,"The event PersonX say a prayer will not happen, if person x be not religious",1,"The event PersonX buy a gift will not happen, if PersonX do not know",1,The event PersonX make a candle will not happen unless PersonX get supplies,1,"The event person x need a light will not happen, if PersonX live on prairie",0
"PersonX lick PersonY 's lip, thus as a result on PersonX's emotion, PersonX yuck",1,"PersonX ask PersonY, thus as a result on PersonX's emotion, PersonX feel PersonX be affectionate",1,"PersonX caress PersonY cheek, thus as a result on PersonX's emotion, PersonX feel PersonX be loving",1,"PersonX want to touch PersonY, thus as an result, PersonX express feeling",1,"PersonX try to kiss PersonY, thus it can be seen about PersonX's attribute that PersonX feel love",1
"PersonX find PersonX seat, thus it can be seen about PersonX's intention that PersonX enjoy day",1,"PersonX hire PersonX, thus it can be seen about PersonX's attribute that PersonX be intelligent",1,"PersonX hire PersonX, thus it can be seen about PersonX's attribute that PersonX snap PersonY 's finger",0,"PersonX be perfect in job, thus it can be seen about PersonX's attribute that PersonX do something fun",0,"something be good, thus it can be seen about PersonX's intention that PersonX like that",1
"PersonX watch a video, thus as a result on PersonY's emotion, PersonY feel PersonY be entertain",1,"PersonX entertain PeopleX, thus it can be seen about PersonX's intention that PersonX love something from PersonY",0,"PersonX watch PersonY play, thus as a result on PersonX's emotion, PersonX await it",0,"PersonX watch the olympics, thus as a result on PersonX's emotion, PersonX feel PersonX be entertain",1,"PersonX play with PersonY, thus it can be seen about PersonX's intention that PeopleX want amusement",1
"PersonX read PersonX bible, thus it can be seen about PersonX's attribute that PersonX be religious",1,"PersonX read the bible, thus it can be seen about PersonX's attribute that PersonX be moral",1,"PersonX take PersonX exam, thus it can be seen about PersonX's attribute that PersonX be religious",0,"PersonX do god 's work, thus it can be seen about PersonX's attribute that PersonX be preacher",1,"PersonX pray, thus it can be seen about PersonX's attribute that PersonX produce",0
The event PersonX have a responsibility will not happen unless PersonX learn PersonY 's method,0,The event PersonX learn fast will not happen unless PersonX find PersonY,1,The event PersonX teach PersonY anything will not happen unless PersonX have knowledge,1,The event PersonX give PersonY a knowledge will not happen unless PersonX understand,1,The event PersonX take charge of PersonY will not happen unless PersonX understand PersonY problem,1
The event PersonX need to work hard will not happen unless PersonX make more money,0,The event PersonX have a work will not happen unless PersonX get pay good money,0,The event PersonX go to work will not happen unless PersonX earn PersonX living,0,"The event PersonX give money will not happen, if PersonX do not have a good job",1,The event PersonX save enough money will not happen unless PersonX earn money,1
"PersonX get the ring, thus as a result on PersonY's emotion, PersonX see a diamond",0,"PersonX get the ring, thus as a result on PersonX's emotion, PersonX feel PersonX be happily",1,"PersonX get a gift, thus as a result on PersonX's emotion, PersonX feel curious",1,"PersonX be exciting, thus as a result on PersonX's emotion, PersonX find something",0,"PersonX buy a ring, thus as a result on PersonX's emotion, PersonX feel PersonX be love",1
The event PersonX conduct research will not happen unless PersonX gather information,1,The event PersonX write PersonX paper will not happen unless PersonX research,1,The event PersonX give PersonY proof will not happen unless PersonX research,1,The event PersonX accomplish PersonX mission will not happen unless PersonX gather,1,The event PersonX accomplish PersonX object will not happen unless PersonX start work on it,1
The event PersonX get pizza will not happen unless PersonX become hungry,1,The event PersonX love the pizza will not happen unless PersonX have pizza,1,The event PersonX need to go to restaurant will not happen unless PersonX order a pizza instead,0,The event PersonX need pizza at home will not happen unless PersonX eat pizza,0,"The event PersonX go back will not happen, if PersonX order pizza",0
"PersonX be notice, thus it can be seen about PersonX's intention that PersonX get revenge",0,"PersonX be walk, thus it can be seen about PersonX's intention that PersonX take to task",0,"PersonX make a face, thus it can be seen about PersonX's intention that PersonX intent exercise the dog",0,"PersonX want to discipline, thus it can be seen about PersonX's intention that PersonX try it",0,"PersonX wait for it, thus it can be seen about PersonX's intention that PersonX like that",1
The event PersonX be a great success will not happen unless PersonX be accomplish,0,The event PersonX win that will not happen unless PersonX have a good time,0,The event PersonX have a it will not happen unless PersonX score that,0,The event PersonX attain PersonX majority will not happen unless PersonX win the contest,1,The event PersonX recently get will not happen unless PersonX find the item,1
"PersonX intent experience the sense of thrill, thus it can be seen about PersonX's intention that PersonX nurture",0,"PersonX be happy, thus it can be seen about PersonX's intention that PersonX like power",1,"PersonX further PersonX 's interest, thus it can be seen about PersonX's attribute that PersonX be motivate",1,"PersonX like to make it, thus it can be seen about PersonX's intention that PersonX feel happy",0,"PersonX get PersonX hope up, thus it can be seen about PersonX's attribute that PersonX like that",0
"PersonX enjoy PersonX food, thus as a result on PersonX's emotion, PersonX feel PersonX be pleased",1,"PersonX be a great cook, thus as a result on PersonX's emotion, PersonX feel PersonX be appreciate",1,"PersonX enjoy the meal, thus it can be seen about PersonX's attribute that PersonX be appreciative",1,"PersonX love to cook, thus as a result on PersonX's emotion, PersonX feel happy",1,"PersonX like to cook, thus as a result on PersonX's emotion, PersonX feel PersonX be satisfied",1
The event PersonX need to hurry will not happen unless PersonX sleep at night,0,The event PersonX go back to sleep will not happen unless PersonX have be sleep,1,The event PersonX need to go to bed will not happen unless PersonX feel sleepy,1,"The event PersonX get up on side will not happen, if PersonX get a hour of sleep",1,The event PersonX feel pretty good will not happen unless PersonX have have night 's sleep,1
"PersonX cause PersonY pain, thus it can be seen about PersonX's attribute that PersonY be agressive",1,"PersonX hurt PersonY head, thus as a result on PersonY's emotion, PersonX be aggression",0,"PersonX start a fight with PersonY, thus as a result on PersonX's emotion, PersonX feel PersonX be powerful",1,"PersonX push PersonY way, thus as a result on PersonX's emotion, PersonX feel PersonX be angry",1,"PersonX attack PersonY, thus as an result, PersonY excite",0
"PersonX live without PersonY, thus it can be seen about PersonX's attribute that PersonX be free",1,"PersonX walk by PersonY, thus as an result, PersonX getsignore",0,"PersonX decide to go for walk, thus it can be seen about PersonX's attribute that PersonX try to ignore PersonY",0,"PersonX never look back, thus it can be seen about PersonX's attribute that PersonX move away from PersonY",0,"PersonX keep PersonY still, thus it can be seen about PersonX's attribute that PersonX leave that",0
The event PersonX start feel better will not happen unless PersonX have take PeopleX medication,1,The event PersonX have a terrible headache will not happen unless PersonX take a pain reliever,0,"The event PersonX help the pain will not happen, if PersonX can not take any medicine",1,"The event PersonX begin to feel better will not happen, if PeopleX doctor will not prescribe medicine",1,"The event PersonX feel a little bit better will not happen, if PeopleX doctor will not prescribe the medication",1
"PersonX complete PersonY 's assignment, thus as a result on PersonX's emotion, PersonX decide to make it",0,"PeopleX ask PersonX do that, thus as a result on PersonX's emotion, PersonX decide to do something",0,"PersonX finish the whole thing, thus, PersonY want PersonX be hard working",0,"PersonX put it on wall, thus as a result on PersonX's emotion, PersonX try to finish",0,"PersonX win that, thus as a result on PersonY's emotion, PeopleX will do something",0
"PersonX miss PersonX friend, thus, PersonY want to talk to PersonY",1,"PersonX see PersonX friend again, thus, PersonY want to reminisce with friend",1,"PersonX look forward to PersonY, thus, PersonX want to rekindle the friendship",1,"PersonX see PersonX old friend, thus as a result on PersonY's emotion, PersonY feel PersonY be sociable",1,"PersonX see PersonX best friend, thus, PersonX want to call PersonY friend up",1
The event PersonX hit another car will not happen unless PersonX drive,1,The event PersonX hit another car will not happen unless PersonX skid on road,1,The event PersonX stick in traffic will not happen unless PersonX be drive,1,The event PersonX speed down the road will not happen unless PersonX drive,1,The event PersonX lose PersonX life will not happen unless PersonX drive a car,1
"PersonX get it together, thus it can be seen about PersonX's attribute that PersonX be organize",1,"PersonX do everything together, thus it can be seen about PersonX's attribute that PersonX be systematic",1,"PersonX get PersonX bearing, thus it can be seen about PersonX's attribute that PersonX be organize",1,"PersonX put it together, thus it can be seen about PersonX's attribute that PersonX be discipline",1,"PersonX be organise, thus it can be seen about PersonX's attribute that PersonX be reliably",0
"After PersonX walk up the stair, PersonX move PersonY leg",0,"PersonX go up to it, thus it can be seen about PersonX's attribute that PersonX say bye to PersonY",0,"PersonX come around corner, thus it can be seen about PersonX's attribute that PersonY get up",0,"PersonY be advisor, thus it can be seen about PersonX's attribute that PersonX climb up something",0,"PersonX walk up the stair, thus it can be seen about PersonX's attribute that PersonX be fit",1
The event PersonX be a student will not happen unless PersonX have a test,0,The event PersonX want to attend will not happen unless PersonX have enrol for class,1,The event PersonX fail the quiz will not happen unless PersonX go to class,1,The event PersonX pass PersonX exam will not happen unless PersonX take teacher ' exam,1,The event PersonX call PersonX office will not happen unless PersonX show up for class,0
"PersonX meet PersonY friend, thus as an result, PersonY be introduce",1,"PersonX make it for PersonY, thus as an result, PersonX ask PersonY friend for advice",0,"PersonX give PersonY a welcome, thus, PersonX want to talk to persony",1,"PersonX meet PersonY in person, thus it can be seen about PersonX's intention that PersonX be friend with PeopleX",1,"PersonX be single, thus as an result, PersonX meet PersonY",1
"PersonX make that, thus it can be seen about PersonX's intention that PersonX want success",1,"PersonX do a excellent job, thus it can be seen about PersonX's intention that PersonX be do right",1,"PersonX start that, thus it can be seen about PersonX's intention that PersonX want success",1,"PersonX ride that, thus it can be seen about PersonX's intention that PersonX want success",1,"PeopleX do something, thus it can be seen about PersonX's intention that PersonX want success",1
The event PersonX keep PersonX temper will not happen unless PersonX get angry,1,The event PersonX want to fight will not happen unless PersonX be angry,1,The event PersonX throw thing will not happen unless PersonX get angry,1,The event PersonX break the cycle will not happen unless PersonX be angry,1,The event PersonX find will not happen unless PersonX be infuriate,0
"PersonX lead PersonY in way, thus it can be seen about PersonX's intention that PersonX show the way",1,"PersonX jump the queue, thus it can be seen about PersonX's intention that PersonX walk to front",0,"PersonX inform, thus it can be seen about PersonX's intention that PersonX be in the front row",0,"PersonX walk down the street, thus it can be seen about PersonX's intention that PersonX call attention of PersonY",0,"PersonX put name to person, thus it can be seen about PersonX's intention that PersonY to succeed",0
"PersonX feel hungry, thus as an result, PersonX do not eat",0,"PersonX feel remorse, thus as a result on PersonX's emotion, PersonX decide to eat something",0,"PersonX get nauseous, thus as an result, PersonX be on a diet",0,"PersonX become hungry, thus as a result on PersonX's emotion, PersonX do not like the food option",0,"PersonX want to lose weight, thus as a result on PersonX's emotion, PersonX put thing",0
