0,0_label,1,1_label,2,2_label,3,3_label,4,4_label
"PersonX be nowhere, thus as an result, PersonY wonder",1,"PersonX say, thus as an result, PersonY be uncertain",1,"PersonX do not know anyone, thus as an result, PersonY get confuse",1,"PersonX take PersonZ to there, thus as an result, PersonY be confuse by that",1,"PersonX be silent, thus as an result, PersonY what wrong",1
"PersonX buy that for PersonZ, thus as an result, PersonY complete PeopleX turn",0,"PersonX buy it, thus as an result, PersonY sell that",1,"PersonX sell it to PersonY, thus as an result, PersonY pay PersonX for that",1,"PersonX find PersonX mother, thus as an result, PersonY arrage money",0,"PersonX just list PersonY for sale in shop, thus as an result, something be ok",0
"PersonX say unto PersonY, thus as an result, PersonX respond",1,"PersonX ask that, thus as an result, PersonY answer PersonX",1,"PersonX send PersonY a message, thus as an result, PersonY respond to message",1,"PersonX say, thus as an result, PersonY person respond with a",1,"PersonX give PersonY utterance, thus as an result, PeopleX say something back",1
"PersonX have day at work, thus as an result, PeopleX be line up",0,"PersonX wake up for work, thus as an result, PersonX have work",0,"PersonX be on time for work, thus as an result, PersonX set",0,"PersonX go back to work, thus as an result, PersonX get",1,"PersonX set, thus as an result, PersonX be on time for work",1
"PersonX decide to be careful, thus as an result, PersonX watch closely",1,"PersonX be get dangerous, thus as an result, PersonX listen to player",0,"PersonX avoid PersonY action, thus as an result, PersonY become more cautious",1,"PersonX do not want to get in trouble, thus as an result, PersonX hide something",1,"PersonX do not like go much, thus as an result, PersonX approach that",0
"PersonX bide PersonX time, thus as an result, PersonX miss deadline",1,"PersonX get distract, thus as an result, PersonX do not leave on time",1,"PersonX slip, thus as an result, PersonX decide to wait",1,"PersonX save time, thus as an result, PersonX do not learn the material",0,"PersonX do not practice something, thus as an result, PersonX tumble",0
"PersonX take PersonX girlfriend, thus as an result, PersonX would call PersonY",0,"PersonX be single, thus as an result, PersonX meet PersonY",1,"PersonX be never, thus as an result, PersonX get to see new place",0,"PersonX break PersonY 's kiss, thus as an result, PersonX be look",1,"PersonX take part in affair, thus as an result, PersonX search new partner",1
"PersonX change PersonY mind, thus as an result, PersonX get",1,"PersonX make, thus as an result, PersonX use PersonX authority",1,"PersonX view collection, thus as an result, PersonX change PersonX major",0,"PersonX move, thus as an result, PersonX have that",1,"PersonX leave PersonX post, thus as an result, PeopleX get",1
"PersonX see, thus as an result, PersonX go home",1,"PersonX go home, thus as an result, PersonX close soon",0,"PersonX end day, thus as an result, PersonX go home",1,"PersonX settele the problem, thus as an result, PersonX get home",0,"PersonX be aware of surroundings, thus as an result, PersonX retire",0
"PersonX order a salad, thus as an result, PersonX start eat",1,"PersonX tell the waitress, thus as an result, PersonX get food",1,"PersonX order fries, thus as an result, PersonX pat PersonY on back",0,"PersonX order something, thus as an result, PersonX be glad about that",1,"PersonX order food, thus as an result, PersonX see movie star in town",0
"PersonX be determine, thus as an result, PersonX be be control by subconscious",0,"PersonX have it both way, thus as an result, PersonX get away with thing",1,"PersonX could go, thus as an result, PersonX hope",1,"PersonX serve PersonX 's end, thus as an result, PersonX manipulate other",1,"PersonX will be relax free, thus as an result, PersonX take control",0
"PersonX be happy, thus as an result, PersonX smile",1,"PersonX be quite happy, thus as an result, PersonX smile",1,"PersonX feel great, thus as an result, PersonX smile",1,"PersonX really enjoy, thus as an result, PersonX smile",1,"PersonX feel so much better, thus as an result, PersonX smile",1
"PersonX come early, thus as an result, PersonX go home",1,"PersonX go home early, thus as an result, PersonX come day",0,"PersonX leave work early, thus as an result, PersonX go home",1,"PersonX hop away, thus as an result, PersonX go home",1,"PersonX start away, thus as an result, PersonX get do early",1
"PersonX be find out, thus as an result, PersonX wipe sweat from forehead",0,"PersonX do most of cleaning, thus as an result, PersonX need a x-ray",0,"PersonX forehead wrinkle, thus as an result, PersonX hope to get better",0,"PersonX spill something, thus as an result, PeopleX study more",0,"PersonX check on that, thus as an result, PersonX be deeply",0
"PersonX spend week, thus as an result, PersonY miss work",1,"PersonX finish the work, thus as an result, PersonX skip work",0,"PersonX have lose PersonX job, thus as an result, PersonX loose spouse",1,"PersonX take off from work, thus as an result, PersonX relax",1,"PersonX retire from work, thus as an result, PersonY coworker have to do PersonX 's work",0
"PersonX look in car, thus as an result, PersonX overlook the smoking gun",1,"PersonX take PersonX truck, thus as an result, PersonX forget",1,"PersonX be drive at night, thus as an result, PersonX never send something",0,"PersonX stay away from that, thus as an result, PersonX can not do it",0,"PersonX wait, thus as an result, PersonX can not find PeopleX",0
"PersonX get PersonX way, thus as an result, PersonX eat PersonX favorite food",1,"PersonX eat some food, thus as an result, PersonX salivate",1,"PersonX be make, thus as an result, PeopleX feel hungry",0,"PersonX eat that, thus as an result, PersonX stomach",1,"PersonX eat food, thus as an result, PersonX feel really sick",1
"PersonX use PersonX cell phone, thus as an result, PersonX make a call",1,"PersonX turn on phone, thus as an result, PersonX listen to message",1,"PersonX receive a message, thus as an result, PersonX look at phone",1,"PersonX leave a message, thus as an result, PersonX call again",1,"PersonX leave a note, thus as an result, PersonX write it",1
"PersonX search for contact, thus as an result, PeopleX want it",0,"PersonX wish, thus as an result, PersonX get interested",1,"PersonX mail letter, thus as an result, PersonX want to talk with PeopleX",0,"PersonX could join something, thus as an result, PeopleX invite PersonX",1,"PersonX express PersonX desire, thus as an result, PersonX smile",1
"PersonX lose something, thus as an result, PersonX lose that",0,"PersonX be use something, thus as an result, PersonX get hurt by something",1,"PersonX grab something, thus as an result, PersonX use something",1,"PersonX like well, thus as an result, PersonX waste the time",0,"PersonX get help, thus as an result, PersonX be lose",0
"PersonX go home, thus as an result, PersonX lose the game",1,"PersonX lose PersonX position, thus as an result, PersonX go home",1,"PersonX play in sandbox, thus as an result, PersonX go home",1,"PersonX have bad luck, thus as an result, PersonX move away from there",0,"PersonX pitch poorly, thus as an result, PersonX be pull",1
"PeopleX give PersonX something, thus as an result, PersonX have",1,"PersonX decide to flip a coin, thus as an result, PeopleX treat PersonX",0,"people listen to PersonX, thus as an result, PersonX hand money to cashier",0,"PersonX play with PeopleX, thus as an result, PersonX give PersonY PersonY present",1,"PersonX play a board game, thus as an result, PersonX market game",1
"PersonX see a item, thus as an result, PersonX arrive at location",0,"PersonX walk along path, thus as an result, PersonX arrive at destination",1,"PersonX get to there, thus as an result, PersonX have day",1,"PersonX go to get something, thus as an result, PersonX see that",1,"PersonX go there, thus as an result, PersonX see that",1
"PersonX visit something, thus as an result, PersonX get dump by PersonY",0,"PersonX jump away, thus as an result, PersonX fall on PersonY",1,"PersonX be throw away, thus as an result, PersonX learn something about PersonY",0,"PersonX provide PersonY explanation, thus as an result, PersonX get throw out for cheating",0,"PersonX throw it to PersonY, thus as an result, PersonX do something to PersonY",0
"PersonX end up in hospital, thus as an result, PersonX kick out",0,"PersonX finally break down, thus as an result, PersonX take a bed rest",0,"PersonX get severely injure, thus as an result, PersonX go to room",1,"PersonX break PeopleX arm, thus as an result, PeopleX take PersonX to hospital",1,"PersonX get surgery, thus as an result, PersonX rest in area",1
"PersonX muddy the water, thus as an result, PersonX become validate",0,"PersonX put the ingredient together, thus as an result, PersonX drink chamagne",0,"PersonX wear glass, thus as an result, PersonX be able",0,"PersonX get it, thus as an result, PersonX faint in there",1,"PersonX make a drink, thus as an result, PersonX almost give",0
"PersonX be tell goodbye, thus as an result, PersonX ask PersonY anything",0,"PersonX give PersonY the time, thus as an result, PersonX go off on way",1,"ask PersonY a question, thus as an result, PersonX take off",0,"PersonX pull slightly, thus as an result, PersonX ask PersonY anything",0,"PersonX ask PersonY, thus as an result, PersonX get",1
"PersonX be yell at PersonY, thus as an result, PersonX leave there",1,"PersonX see PersonY about that, thus as an result, PeopleX leave the show",0,"PersonX run over curb, thus as an result, PersonX try to tell PersonY",0,"PersonX give PersonY order, thus as an result, PersonX yell",1,"PeopleX speak to PersonY, thus as an result, PersonX throw baseball",0
"PersonX engulf in flame, thus as an result, PersonX burn",1,"PersonX leave there, thus as an result, PersonX be greet with smell",1,"PersonX shake out nerve, thus as an result, PersonX burn",0,"PersonX give PeopleX nickname, thus as an result, PersonX blow out candle",0,"PersonX smell the air, thus as an result, PersonX burn to hopsital",0
"PersonX wait for something, thus as an result, PersonX see that",1,"PersonX would look, thus as an result, PersonX have a expectation",1,"PersonX see something on there, thus as an result, PersonX call for that",1,"PersonX think about it, thus as an result, PersonX make more expect",0,"PersonX have a assignment, thus as an result, PersonX want to look outside",0
"PersonX stay away from that, thus as an result, PersonX can not do it",0,"PersonX will not do it, thus as an result, PersonX do not do it",1,"PersonX decide to not do something, thus as an result, PersonX do not do it",1,"PersonX know, thus as an result, person y will not discuss",0,"PeopleX stop talk, thus as an result, PersonX can not move anywhere",0
"PersonX be sick of that, thus as an result, PersonX turn off something",1,"PersonX get bore with that, thus as an result, PersonX leave there",1,"PersonX get accuse of laziness, thus as an result, PersonX call it day",0,"PeopleX play that, thus as an result, PersonX get tire of that",1,"PersonX do it, thus as an result, PersonX be tire of that",1
"PersonX get really into it, thus as an result, what PersonY be do",1,"PersonX happen, thus as an result, PersonY tremble",1,"PersonX have PeopleX, thus as an result, PersonX start to do something",0,"PeopleX get, thus as an result, PeopleX do something",1,"PersonX climb over seat, thus as an result, what PeopleX do",1
"PersonX mix up, thus as an result, PersonX want to make cookie",0,"PersonX make chocolate chip cookie, thus as an result, PersonX smell",1,"PersonX get a meal, thus as an result, PersonX smell bake cookie",0,"PersonX bake, thus as an result, PersonY get messy",1,"PersonX make toast, thus as an result, PersonX get butter on finger",1
"PersonX water flower, thus as an result, PersonX be sting by bee",1,"PersonX hurt self, thus as an result, PersonX start to sneeze from pollen",0,"PersonX twitch PeopleX lip from antsness, thus as an result, PersonX be PersonY",0,"PersonX be a hunter, thus as an result, PeopleX skin get soft",0,"PersonX find a stray cat, thus as an result, PersonX get flea",1
"PersonX ask PersonX husband, thus as an result, PersonX want to help",0,"PersonX join PersonX husband, thus as an result, PersonX have companionship",1,"PersonX go on to explain the motive for admiration, thus as an result, PersonX commit to care",0,"PersonX express PersonX sympathy, thus as an result, PersonX speak kindly",1,"PersonX love PersonX dad, thus as an result, PersonX think of way to show PersonY love",1
"PersonX pee on floor, thus as an result, PersonX have longer the need",1,"PersonX pee, thus as an result, PersonX have to use the restroom",0,"PersonX put PersonY foot down, thus as an result, PersonX be much older",0,"PersonX get plenty sleep, thus as an result, PersonX shower",1,"PersonX go to there, thus as an result, PersonX be a old girl",0
"PersonX start that, thus as an result, PersonX go to there",1,"PersonX have to do that, thus as an result, PersonX start that",1,"PersonX set the pace, thus as an result, PersonX be stand on something",0,"PersonX get in that, thus as an result, PersonX approach that",1,"PersonX star straight ahead, thus as an result, PersonX go to PeopleX",0
"PersonX will not let, thus as an result, PersonX be low on money",0,"PersonX get some food, thus as an result, PersonX be starve",0,"PersonX be arrest for trafficking, thus as an result, PersonX want to feed",0,"PersonX feel leave out, thus as an result, PersonX do not get any",0,"PersonX lose PersonX appetite, thus as an result, PersonX cant eat",1
"PersonX change perspective, thus as an result, PersonX want to fix that",0,"PersonX turn around to get something, thus as an result, PersonX decide to change it",0,"PersonX move, thus as an result, PersonX have to change it",1,"PersonX action be assess, thus as an result, PersonX change action",0,"PersonX taketh away, thus as an result, PersonX want a change",0
"PersonX become tired, thus as an result, PersonX go to sleep",1,"PersonX sit in there, thus as an result, PersonX go back to sleep",1,"PersonX go back to sleep, thus as an result, PersonX be sleepy",0,"PersonX feel very tired, thus as an result, PersonX fall into sleep",1,"PersonX become tired, thus as an result, PeopleX go to sleep",1
"PeopleX can not see that, thus as an result, PersonX fail badly",0,"PersonX become unhelpful, thus as an result, PersonX would be difficult",0,"PersonX do bad, thus as an result, PersonX get in trouble",1,"PersonX do not have time, thus as an result, PersonX do not do it",1,"PersonX shut PersonX face, thus as an result, PersonX get into trouble",1
"PersonX meet with PersonY, thus as an result, PersonX wait to go",0,"PersonX be stay with PersonY, thus as an result, PersonX be not use",0,"PersonX make room for PersonY, thus as an result, PeopleX be immobilize in seat",1,"PersonX do not go, thus as an result, PersonY roll PersonZ eye",0,"PersonX lead PersonY into room, thus as an result, PersonX refuse to go",0
"PersonX have, thus as an result, PersonX have",1,"PersonX get, thus as an result, PersonX get that",1,"PersonX do it, thus as an result, that PersonX do it",1,"PersonX be there, thus as an result, PersonX have a lot of that",1,"PersonX be predictable, thus as an result, PersonX think all",0
"PersonX do PersonX damnedest, thus as an result, PersonX get attack",1,"PersonX try to scare something, thus as an result, PersonX compete in it",0,"PersonX see thing, thus as an result, PersonX get kill",1,"PersonX become violent, thus as an result, PersonX give evil look",0,"PersonX take PersonX life, thus as an result, PersonX get arrest",1
"PersonX do not want anyone, thus as an result, PersonX hide PersonX face",1,"PersonX be hide from PersonY, thus as an result, PersonX know",1,"PersonX hide PersonX face in hand, thus as an result, PersonX can not see",1,"PersonX have knowledge of secret, thus as an result, PersonX hide it from PeopleX",0,"PersonX prevent PersonY, thus as an result, PersonX block PersonY view",1
"PersonX walk there, thus as an result, PersonX open it",1,"PersonX go to that, thus as an result, PersonX open that",1,"PersonX go day, thus as an result, PersonX walk",1,"PersonX grab something, thus as an result, PersonX open something",1,"PersonX go there, thus as an result, PersonX walk on that",1
"PersonX make that, thus as an result, PersonX make that",1,"PersonX make brick without straw, thus as an result, PersonX get",1,"PersonX make brick without straw, thus as an result, PersonX do the best",1,"PersonX make it, thus as an result, PersonX add something",1,"PersonX make, thus as an result, PersonX get a ticket",1
"PersonX approach that, thus as an result, PersonX notice something",0,"PersonX be do in there, thus as an result, PersonX see that",1,"PersonX take one look, thus as an result, PersonX become aware",1,"PersonX lately recognise, thus as an result, something have be",0,"PersonX play it, thus as an result, PersonX see that",1
"PeopleX have never play, thus as an result, PersonX take something off",0,"PersonX change PersonX habit, thus as an result, PersonX be avant garde",0,"PersonX get off lightly, thus as an result, PersonX leave jail",1,"PersonX longer do that, thus as an result, PersonX read outside",0,"PersonX get relieved, thus as an result, PersonX never call PersonY again",0
"PersonX get lay off, thus as an result, PersonX search for job",1,"PersonX do not make something, thus as an result, PersonX find customer",0,"PersonX need extra money, thus as an result, PersonX look for job",1,"PeopleX be worthless, thus as an result, PersonX start a new job",0,"PersonX be look for work, thus as an result, PersonX want to accept job offer",0
"PersonX cry night, thus as an result, PersonX wake up",1,"PersonX go to bed, thus as an result, PersonX wake up",1,"PersonX sleep long, thus as an result, PersonX wake up late",1,"PersonX wake up, thus as an result, PersonX go to sleep",1,"PersonX be a night owl, thus as an result, PersonX water break",0
"PersonY look for key, thus as an result, PersonX police approach PersonY",0,"PersonX hear, thus as an result, PersonX go to investigate that",1,"PersonX continue the interrogation, thus as an result, PeopleX do not bring something",0,"PersonX check in there, thus as an result, PersonX get interrogate",0,"PersonX go to that, thus as an result, PersonX can not tell PersonX the good news",0
"PersonX take PersonY approach, thus as an result, PersonX find success",1,"PersonX meet PersonY 's objective, thus as an result, PersonX be promote",1,"PersonX achieve, thus as an result, PersonX want to compete with PersonY",0,"PersonX take PersonY to world, thus as an result, PersonX be thank",1,"PersonX get PersonY opportunity, thus as an result, PersonX be thank",1
"PersonX acquire something, thus as an result, PersonX turn a page",0,"PersonX buy that, thus as an result, PersonX run something",1,"PersonX find that, thus as an result, PersonX buy it",1,"PersonX buy something, thus as an result, PersonX find",1,"PeopleX have there, thus as an result, PersonX buy that",1
"PersonX crumple to floor, thus as an result, PersonX never notice",0,"PersonX keep PersonY away, thus as an result, PersonX fall to ground",1,"PersonX do not understand the assignment, thus as an result, PersonX hide the item",0,"PersonX never see something, thus as an result, PersonX do not know",1,"PersonX hit it on something, thus as an result, PersonX become undetectable",0
"PersonX eat a lot, thus as an result, PersonX gain weight",1,"PersonX get fat, thus as an result, PersonX eat more",1,"PersonX eat food, thus as an result, PersonX get full",1,"PersonX eat something, thus as an result, PersonX go full",1,"PersonX eat all of food, thus as an result, PeopleX eat more",1
"PersonX get obsess, thus as an result, PersonX put something out",0,"PersonX watch the news, thus as an result, PersonX get nervous",1,"PersonX read a story, thus as an result, PersonX turn a page",1,"PersonX eye get red, thus as an result, PersonX read the story",0,"PersonX watch the wave, thus as an result, PersonX go on spree",0
"PersonX take hold of PersonY, thus, PersonY want to follow PersonX",1,"PersonX find PersonX dad, thus, PersonY want PersonX close rank",0,"PersonX have, thus, PersonY want to follow PersonX",1,"PersonX follow PersonY everywhere, thus, PersonY want to talk to PersonX",1,"PersonX find PersonY parent, thus, PersonY want",1
"PersonX invite PersonX girlfriend, thus, PersonY want to accept invitation",1,"PersonX ask PersonX girlfriend, thus, PersonY want PersonX PeopleX want",1,"PersonX look at wife, thus, PersonY want to return the look",1,"PersonX ask PersonY permission, thus, PersonY want to say yes",1,"PersonX ask PersonX crush, thus, PersonY want to answer question",1
"PersonX lose PersonX position, thus, PersonY want to marry personx",0,"PersonX find the perfect one, thus, PersonY want PersonX want to marry",0,"PersonX be do it with PersonY, thus, PersonY want PersonX do that with PersonY",1,"PersonY want to love PeopleX partner, thus, PersonY want PersonX use PersonY analogy",0,"PersonY want to marry PersonY, thus, PersonY want PersonX absolutely love",0
"PersonY want to hope the best for PersonX, thus, PersonY want to like spending time with PersonX",0,"PersonX get along with PersonY, thus, PersonY want to further PeopleX relationship with PersonX",1,"PersonX play well with other, thus, PersonY want to be friend with person",1,"PersonX make good friend, thus, PersonY want to hang out with PersonX",1,"PersonX go well with PersonY, thus, PersonY want to see PersonX",1
"PersonX do not have much money, thus, PersonY want PersonX start talk to PersonY",0,"PersonX give PersonY the key, thus, PersonY want who be knock at door",0,"PersonX play pinball, thus, PersonY want PersonX have no money",0,"PersonY want to get revenge at PersonX, thus, PersonY want to rent more apartment",0,"PersonX want that, thus, PersonY want to offer that",1
"PersonX take PersonY case, thus, PersonY want to tell the fact",1,"PersonX attain PersonX majority, thus, PersonY want to ask PersonX question",1,"PersonX give PersonY answer, thus, PersonY want to probe PersonX more",1,"PersonX ask PersonY anything, thus, PersonY want to answer PersonX question",1,"PersonY want to finish, thus, PersonY want PersonX get PersonY picture",0
"PersonX find PersonZ, thus, PersonY want to talk to PersonX",1,"PersonY want to accept PersonZ, thus, PersonY want PersonX tell PersonY thing",0,"PersonX want to talk to PersonY, thus, PersonY want to accept PersonX invitation",1,"PersonX smile back at PersonY, thus, PersonY want to approach PersonX",1,"PersonX keep ask PersonY, thus, PersonY want to tell PersonZ",1
"PersonX tell PersonY, thus, PersonY want to be disregard",1,"PersonX give PersonY a funny look, thus, PersonY want to walk away",1,"PersonX look right at PersonY, thus, PersonY want to dismiss",1,"PersonX give PersonY a share, thus, PersonY want to threaten to quit",1,"PersonX read, thus, PersonY want PersonX want to get away",1
"PersonY pour PersonX a drink, thus, PersonY want PersonX want a drink",0,"PersonX start drinking, thus, PersonY want PersonX be thirsty",0,"PersonY want to buy a drink, thus, PersonY want PersonX catch PersonY breath",0,"PersonX send PersonX flower, thus, PersonY want to get another drink",0,"PersonX want a drink, thus, PersonY want to give PersonX a bottle",1
"PersonX ask PersonY the reason, thus, PersonY want PersonX want to ignore PersonY",1,"PersonY could not find PersonX, thus, PersonY want to ignore PersonX",0,"PersonX sit at table, thus, PersonY want to ignore PersonX",1,"PersonX want to rest, thus, PersonY want PersonX throw it at PersonY",0,"PersonX tell PersonY, thus, PersonY want to be disregard",1
"PersonX lay PersonY 's hand, thus, PersonY want to return affection",1,"PersonX rest PersonY 's elbow, thus, PersonY want to comfort",1,"PersonX ask PersonY, thus, PersonY want PersonX be sympathetic",0,"PersonX take refuge in PersonY, thus, PersonY want to comfort PersonX",1,"PersonX hold PersonY close, thus, PersonY want to snuggle with PersonX",1
"PersonY want to be kind in return, thus, PersonY want PersonX get along with other",0,"PersonX select, thus, PersonY want PersonX want to be generous",1,"PersonX be really nice to PersonY, thus, PersonY want to return the favor to PersonX",1,"PersonY want to appreciate PersonX 's generosity, thus, PersonY want PersonX be responsible for PersonY",0,"PersonY want to be nice to PeopleX, thus, PersonY want to give some tip to PersonX",0
"PersonY put camera, thus, PersonY want PersonX have to stay there",0,"PersonX see PersonY 's face, thus, PersonY want PersonX hold PersonY still",0,"PersonX shut PersonY mouth, thus, PersonY want to listen",1,"PersonX tighten PersonY 's hold, thus, PersonY want to sit down",1,"PersonX shut PersonY mouth, thus, PersonY want to stay quiet",1
"PersonY want to express feeling, thus, PersonY want PersonX have tear in eye",0,"PersonX sit by side, thus, PersonY want to feel",1,"PersonY want to cry about it, thus, PersonY want PersonX make PersonY sense",0,"PersonX cause PersonY, thus, PersonY want to cry",1,"PersonX use PersonY language, thus, PersonY want PersonX feel",1
"PersonX make PersonX way, thus, PersonY want to thank PersonX",1,"PersonX improve PersonY 's life, thus, PersonY want to thank PersonX",1,"PersonX provide PersonY alternative, thus, PersonY want to thank PersonX",1,"PersonX help in way, thus, PersonY want to thank PersonX",1,"PersonX solve PersonY 's problem, thus, PersonY want to thank PersonX",1
"PersonX decide on something, thus, PersonY want to be buy something",1,"PersonX buy, thus, PersonY want PersonX want to receive PeopleX from PersonY",1,"PersonY want to buy it, thus, PersonY want PersonX get call",0,"PersonX buy PersonY ticket, thus, PersonY want to take the ticket",1,"PersonX always buy, thus, PersonY want PersonX want to make more money",0
"PersonX buy, thus, PersonY want PersonX want to receive PeopleX from PersonY",1,"PersonY want to buy it, thus, PersonY want PersonX get call",0,"PersonY sell personx a additional service, thus, PersonY want PersonX begin PersonX search",0,"PersonY sell it to PeopleX, thus, PersonY want to be good friend",0,"PersonX sell PersonY on ebay, thus, PersonY want to provide service",1
"PersonY want to be free of PersonX, thus, PersonY want PersonX sell lemonade",0,"PersonX be a customer, thus, PersonY want to walk away from PersonX",1,"PersonX call PersonY dad for help, thus, PersonY want to tell personx never call PeopleX dad again",1,"PersonX drive PersonY back, thus, PersonY want to leave the premise",1,"PersonX affect PersonY life, thus, PersonY want to stop talk to PeopleX",1
"PersonX cause PersonY, thus, PersonY want to yell at PersonX",1,"PersonY ask PersonX down, thus, PersonY want to insult",0,"PersonX tell PersonY where shove it, thus, PersonY want to threaten PersonX",1,"PersonX start yell at PersonY, thus, PersonY want to leave",1,"PersonX push PersonY way, thus, PersonY want to yell at PersonX",1
"PersonX treat PersonY with contempt, thus, PersonY want to try something",0,"PersonX need to do it, thus, PersonY want PersonX try anyway",0,"PersonY observe PersonX reaction, thus, PersonY want to maybe try themselves",0,"PersonX want to impress PersonY, thus, PersonY want to wonder",1,"PersonY want to challenge PersonX, thus, PersonY want PersonX play with PersonY",0
"PersonX start a company, thus, PersonX want to advertise",1,"PersonX want to start PersonX own business, thus, PersonX want to be famous",1,"PersonX sell well, thus, PersonX want to keep make money",1,"PersonX want to get business from PeopleX, thus, PersonX want to show photo",0,"PersonX want to advertise the business, thus, PersonX want to get to know team",0
"PersonX feel very depressed, thus, PersonX want to cry",1,"PersonX feel really bad, thus, PersonX want to cry",1,"PersonX be extremely upset, thus, PersonX want to cry PersonX heart out",1,"PersonX get sad, thus, PersonX want to cry",1,"PersonX be in pain, thus, PersonX want to cry",1
"PersonX want to run away from it, thus, PersonX want to feel confuse",0,"PersonX want to go there, thus, PersonX want to miss it",1,"PersonX want to reach destination urgently, thus, PersonX want to be mistaken",0,"PersonX think of something to feel better, thus, PersonX want to be away",0,"PersonX see a ghost, thus, PersonX want to run away",1
"PersonX invite PersonY to lunch, thus, PersonX want to go else with PersonY",1,"PersonX eat some food, thus, PersonX want to go for walk",1,"PersonX give it a try, thus, PersonX want to take PersonY out to lunch",0,"PersonX be do eating, thus, PersonX want to go for walk",1,"PersonX walk around downtown, thus, PersonX want to eat lunch",1
"PersonX be do do it, thus, PersonX want to do it fast",0,"PersonX vacuum the floor, thus, PersonX want to run late for school",0,"PersonX be full of energy, thus, PersonX want to do everything at time",1,"PersonX want to go to gym, thus, PersonX want to work day",0,"PersonX come early, thus, PersonX want to rush to class",0
"PersonX bring PersonY forth, thus, PersonX want to make",1,"PersonX build PersonY house, thus, PersonX want PersonY want to make a beautiful home",1,"PersonX build PersonY empire, thus, PersonX want to maintain empire",1,"PersonX prevent PersonY, thus, PersonX want to establish more rule",1,"PersonX decorate PersonY house, thus, PersonX want to make",1
"PersonX avoid irritating, thus, PersonX want to lend PersonY money",0,"PersonX steal the money, thus, PersonX want to hide it",1,"PersonX want to leave PersonY, thus, PersonX want to avoid PersonY at time",1,"PersonX want to avoid location frequent, thus, PersonX want to grab PeopleX belongings",0,"PersonX cover PersonY expense, thus, PersonX want to break eye contact",0
"PersonX turn PersonX 's passion, thus, PersonX want to have there",0,"PersonX be lonely, thus, PersonX want to call PeopleX",1,"PersonX would love it, thus, PersonX want to get more of it",1,"PersonX be have today, thus, PersonX want to be there",0,"PersonX desperately want, thus, PersonX want to try to get it",1
